"Date Of Stop","Month Of Stop","Year Of Stop","Time Of Stop","Time Period","Description","Belts","Personal Injury","Commercial License","Commercial Vehicle","Vehicle Type","Year","Make","Model","Color","Race","Gender"
"12/17/2012","12","2012","13:03:00","13-14","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2013","CHRY","TOWN/COUNTRY","BLACK","WHITE","M"
"03/08/2013","03","2013","15:46:00","15-16","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2013","FORD","FUSION","SILVER","BLACK","M"
"03/08/2013","03","2013","15:46:00","15-16","DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT","No","No","No","No","02 - Automobile","2013","FORD","FUSION","SILVER","BLACK","M"
"12/29/2014","12","2014","19:43:00","19-20","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2013","CHRYSLER","4S","BLACK","WHITE","M"
"10/20/2014","10","2014","04:13:00","04-05","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING","No","No","No","No","02 - Automobile","2013","DODGE","AVENGER","GRAY","BLACK","M"
"10/20/2014","10","2014","04:13:00","04-05","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2013","DODGE","AVENGER","GRAY","BLACK","M"
"10/20/2014","10","2014","04:13:00","04-05","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","DODGE","AVENGER","GRAY","BLACK","M"
"11/10/2013","11","2013","23:02:00","23-24","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2013","FORD","FUSION","SILVER","WHITE","M"
"09/19/2014","09","2014","07:59:00","07-08","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","HYUNDAI","SONATA","BLUE","WHITE","M"
"09/17/2013","09","2013","17:07:00","17-18","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","CHEVROLET","CRUZE","TAN","WHITE","M"
"03/03/2015","03","2015","21:31:00","21-22","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2013","NISSAN","ALTIMA","BLACK","WHITE","F"
"06/19/2014","06","2014","19:02:00","19-20","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2013","TOYOTA","CAMRY","GRAY","BLACK","M"
"06/19/2014","06","2014","19:02:00","19-20","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2013","TOYOTA","CAMRY","GRAY","BLACK","M"
"06/19/2014","06","2014","19:02:00","19-20","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","No","No","No","No","02 - Automobile","2013","TOYOTA","CAMRY","GRAY","BLACK","M"
"08/13/2015","08","2015","21:32:00","21-22","FAILURE STOP AND YIELD AT THRU HWY","No","No","No","No","02 - Automobile","2013","CHEVY","AVALANCHE","WHITE","WHITE","M"
"10/11/2014","10","2014","21:59:00","21-22","DRIVER FAILURE TO STOP AT STOP SIGN LINE","No","No","No","No","02 - Automobile","2013","LEXUS","SUV","GRAY","WHITE","M"
"10/03/2013","10","2013","22:37:00","22-23","DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN","No","No","No","No","02 - Automobile","2013","NISSAN","ROGUE","BLUE","ASIAN","M"
"03/01/2014","03","2014","21:22:00","21-22","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2013","TOYOTA","CAMRY","GRAY","WHITE","M"
"02/25/2014","02","2014","20:54:00","20-21","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2013","CHRYSLER","300","BLACK","BLACK","M"
"09/18/2015","09","2015","11:59:00","11-12","EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH","No","No","No","No","02 - Automobile","2013","AUDI","2S","GRAY","WHITE","F"
"03/01/2014","03","2014","09:48:00","09-10","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2013","FORD","EDGE","GRAY","WHITE","M"
"03/01/2014","03","2014","09:48:00","09-10","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2013","FORD","EDGE","GRAY","WHITE","M"
"03/01/2014","03","2014","09:48:00","09-10","OPERATING UNREGISTERED MOTOR VEHICLE","No","No","No","No","02 - Automobile","2013","FORD","EDGE","GRAY","WHITE","M"
"07/29/2014","07","2014","23:03:00","23-24","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","FORD","FOCUS","RED","WHITE","M"
"08/28/2014","08","2014","22:07:00","22-23","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2013","HONDA","ACCORD","RED","WHITE","F"
"10/09/2014","10","2014","00:13:00","00-01","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2013","HYUNDAI","ELENTRA","WHITE","WHITE","F"
"10/09/2014","10","2014","00:13:00","00-01","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2013","HYUNDAI","ELENTRA","WHITE","WHITE","F"
"04/02/2014","04","2014","03:58:00","03-04","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS","No","No","No","No","02 - Automobile","2013","GMC","YUKON","BLACK","BLACK","M"
"11/21/2014","11","2014","07:06:00","07-08","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","HYUNDAI","SONATA","WHITE","BLACK","F"
"09/03/2012","09","2012","18:37:00","18-19","FAILURE OF DRIVER TO SLOW TO A REASONABLE AND PRUDENT SPEED WHILE PASSING STOPPED EMERG. VEH.","No","No","No","No","02 - Automobile","2013","BMW","X6","BLACK","ASIAN","M"
"04/02/2013","04","2013","22:55:00","22-23","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2013","MAZDA","MAZDASPEED3","BLACK","BLACK","M"
"05/25/2013","05","2013","20:33:00","20-21","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2013","VW","PASSAT","GRAY","WHITE","F"
"05/25/2013","05","2013","20:33:00","20-21","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","VW","PASSAT","GRAY","WHITE","F"
"07/11/2014","07","2014","20:43:00","20-21","EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH","No","No","No","No","02 - Automobile","2013","NISSAN","ALTIMA","GRAY","BLACK","F"
"07/11/2014","07","2014","20:43:00","20-21","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","NISSAN","ALTIMA","GRAY","BLACK","F"
"12/03/2014","12","2014","08:54:00","08-09","FAILURE TO KEEP REQUIRED MOTOR VEH. RENTAL RECORDS","No","No","No","No","02 - Automobile","2013","NISSAN","PATHFINDER","BLACK","BLACK","M"
"08/10/2014","08","2014","01:28:00","01-02","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2013","HONDA","ACCORD","BLUE","WHITE","F"
"08/10/2014","08","2014","01:28:00","01-02","DRIVER ENTERING CROSSWALK AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING","No","No","No","No","02 - Automobile","2013","HONDA","ACCORD","BLUE","WHITE","F"
"08/10/2014","08","2014","01:28:00","01-02","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2013","HONDA","ACCORD","BLUE","WHITE","F"
"04/11/2015","04","2015","22:27:00","22-23","DRIVER FAILURE TO REDUCE LIGHT DISTRIBUTION WHEN WITHIN 300 FEET OF APPROACHING VEH. FROM REAR","No","No","No","No","02 - Automobile","2013","HYUN","ACCENT","WHITE","WHITE","M"
"10/04/2013","10","2013","23:13:00","23-24","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH","Yes","No","No","No","02 - Automobile","2013","KIA","OPTIMA","WHITE","BLACK","M"
"04/01/2014","04","2014","00:32:00","00-01","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","Yes","No","No","No","02 - Automobile","2013","SMART","XX","BLUE","WHITE","M"
"04/01/2014","04","2014","00:32:00","00-01","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","Yes","No","No","No","02 - Automobile","2013","SMART","XX","BLUE","WHITE","M"
"04/01/2014","04","2014","00:32:00","00-01","DRIVER FAILURE TO STOP AT STOP SIGN LINE","Yes","No","No","No","02 - Automobile","2013","SMART","XX","BLUE","WHITE","M"
"11/08/2014","11","2014","20:59:00","20-21","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","CHEVROLET","AVALANCHE","BLACK","WHITE","M"
"11/08/2014","11","2014","20:59:00","20-21","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2013","CHEVROLET","AVALANCHE","BLACK","WHITE","M"
"04/02/2014","04","2014","23:49:00","23-24","OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL","Yes","No","No","No","02 - Automobile","2013","TOYOTA","CAMRY","WHITE","BLACK","F"
"09/26/2013","09","2013","17:30:00","17-18","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","No","No","No","No","02 - Automobile","2013","SCION","FR-S","WHITE","WHITE","M"
"09/03/2013","09","2013","01:52:00","01-02","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING","No","No","No","No","02 - Automobile","2013","NISSIAN","ALTIMA","WHITE","WHITE","M"
"10/09/2015","10","2015","00:15:00","00-01","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2013","TOYOTA","PRIUS","BLACK","BLACK","F"
"07/08/2013","07","2013","00:14:00","00-01","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2013","FORD","TAURUS","BROWN","BLACK","M"
"01/12/2014","01","2014","23:19:00","23-24","VEH. HWY. OPERATION WITH INADEQUATE REAR RED LIGHT REFLECTOR","No","No","No","No","02 - Automobile","2013","FORD","FOCUS","SILVER","HISPANIC","F"
"12/22/2014","12","2014","11:25:00","11-12","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","Yes","No","Yes","No","02 - Automobile","2013","MAZDA","CX-9","GRAY","WHITE","F"
"12/22/2014","12","2014","11:25:00","11-12","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","Yes","No","Yes","No","02 - Automobile","2013","MAZDA","CX-9","GRAY","WHITE","F"
"12/22/2014","12","2014","11:25:00","11-12","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS","Yes","No","Yes","No","02 - Automobile","2013","MAZDA","CX-9","GRAY","WHITE","F"
"06/10/2013","06","2013","00:20:00","00-01","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2013","MAZDA","CX5","GRAY","BLACK","M"
"02/03/2014","02","2014","22:53:00","22-23","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2013","HYUNDIA","SLANTRA","BLACK","BLACK","F"
"12/28/2015","12","2015","03:51:00","03-04","VIOLATING PROVISIONAL LIC. RESTRICTION","No","No","No","No","02 - Automobile","2013","BMW","740LI","WHITE","BLACK","M"
"12/28/2015","12","2015","03:51:00","03-04","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","BMW","740LI","WHITE","BLACK","M"
"10/25/2013","10","2013","22:43:00","22-23","FAILURE TO STOP AT STOP SIGN","No","No","No","No","02 - Automobile","2013","CHEVY","IMPALA","SILVER","BLACK","F"
"10/13/2014","10","2014","01:28:00","01-02","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","FORD","SUV","BLUE","WHITE","F"
"10/13/2014","10","2014","01:28:00","01-02","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2013","FORD","SUV","BLUE","WHITE","F"
"10/08/2013","10","2013","16:41:00","16-17","DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL","No","No","No","No","02 - Automobile","2013","CADILLAC","ESCALADE","BLACK","BLACK","M"
"01/31/2014","01","2014","09:50:00","09-10","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2013","NISSAN","ALTIMA","RED","WHITE","F"
"10/28/2014","10","2014","17:31:00","17-18","OPERATOR NOT RESTRAINED BY SEATBELT","No","No","No","No","02 - Automobile","2013","FORD","MUSTANG","RED","WHITE","F"
"10/28/2014","10","2014","17:31:00","17-18","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS","No","No","No","No","02 - Automobile","2013","FORD","MUSTANG","RED","WHITE","F"
"06/28/2015","06","2015","21:24:00","21-22","FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.","No","No","No","No","02 - Automobile","2013","SCION","FRS","ORANGE","WHITE","M"
"07/09/2015","07","2015","08:52:00","08-09","DRIVER FAILURE TO STOP AT STOP SIGN LINE","No","No","No","No","09 - Farm Vehicle","2013","HOND","ACCORD","WHITE","WHITE","F"
"02/28/2016","02","2016","15:27:00","15-16","DRIVER FAILURE TO STOP AT STOP SIGN LINE","No","No","No","No","02 - Automobile","2013","VOLK","JETTA","BLACK","WHITE","M"
"05/13/2014","05","2014","16:30:00","16-17","OPERATOR NOT RESTRAINED BY SEATBELT","No","No","No","No","02 - Automobile","2013","CHRY","300","BEIGE","WHITE","F"
"05/13/2014","05","2014","16:30:00","16-17","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2013","CHRY","300","BEIGE","WHITE","F"
"10/22/2015","10","2015","23:20:00","23-24","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","LEXUS","4DR","RED","WHITE","F"
"03/06/2015","03","2015","19:48:00","19-20","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","JEEP","4D","BLACK","WHITE","M"
"03/05/2014","03","2014","23:38:00","23-24","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","No","No","02 - Automobile","2013","FORD","EDGE","GRAY","WHITE","M"
"11/12/2014","11","2014","21:51:00","21-22","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2013","MINI","COOPER","RED","WHITE","F"
"03/05/2016","03","2016","16:01:00","16-17","EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH","No","No","No","No","02 - Automobile","2013","NISSAN","TITAN","BLACK","BLACK","M"
"11/27/2015","11","2015","09:17:00","09-10","UNSAFE LANE CHANGING","No","No","No","No","02 - Automobile","2013","NISSAN","ROGUE","WHITE","WHITE","M"
"07/07/2015","07","2015","13:27:00","13-14","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2013","SUBARU","IMPREZA","BLACK","WHITE","M"
"07/07/2015","07","2015","13:27:00","13-14","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS","No","No","No","No","02 - Automobile","2013","SUBARU","IMPREZA","BLACK","WHITE","M"
"07/07/2015","07","2015","13:27:00","13-14","OWNER FAILURE TO MAINTAIN REQUIRED SECURITY FOR VEH. DURING REG. PERIOD","No","No","No","No","02 - Automobile","2013","SUBARU","IMPREZA","BLACK","WHITE","M"
"10/02/2014","10","2014","17:54:00","17-18","EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH","No","No","No","No","02 - Automobile","2013","JEEP","4DR","BLACK","WHITE","F"
"03/28/2015","03","2015","02:26:00","02-03","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 66","No","No","No","No","02 - Automobile","2013","MERCEDES","ML350","WHITE","BLACK","M"
"03/28/2015","03","2015","02:26:00","02-03","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH","No","No","No","No","02 - Automobile","2013","MERCEDES","ML350","WHITE","BLACK","M"
"05/13/2015","05","2015","01:32:00","01-02","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2013","FORD","FOCUS","RED","BLACK","F"
"05/13/2015","05","2015","01:32:00","01-02","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","FORD","FOCUS","RED","BLACK","F"
"07/28/2015","07","2015","16:05:00","16-17","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2013","HONDA","CIVIC","SILVER","NATIVE AMERICAN","M"
"07/16/2015","07","2015","20:02:00","20-21","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","VOLKS","JETTA","BLUE, DARK","BLACK","M"
"11/27/2015","11","2015","09:17:00","09-10","FAILURE YIELD RIGHT OF WAY ON U TURN","No","No","No","No","02 - Automobile","2013","NISSAN","ROGUE","WHITE","WHITE","M"
"02/14/2016","02","2016","11:09:00","11-12","FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS","No","No","No","No","02 - Automobile","2013","BMW","740LI","WHITE","BLACK","M"
"11/02/2014","11","2014","10:45:00","10-11","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH","No","No","No","No","02 - Automobile","2013","FORD","FOCUS","GRAY","BLACK","M"
"11/02/2014","11","2014","10:45:00","10-11","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS","No","No","No","No","02 - Automobile","2013","FORD","FOCUS","GRAY","BLACK","M"
"11/02/2014","11","2014","10:45:00","10-11","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2013","FORD","FOCUS","GRAY","BLACK","M"
"11/02/2014","11","2014","10:45:00","10-11","FAILURE TO KEEP REQUIRED MOTOR VEH.RENTAL RECORDS","No","No","No","No","02 - Automobile","2013","FORD","FOCUS","GRAY","BLACK","M"
"11/24/2014","11","2014","23:42:00","23-24","DRIVER MAKING IMPROPER TURN AT INTERSECTION","No","No","No","No","02 - Automobile","2013","HYUNDAI","ACCENT","GRAY","BLACK","F"
"10/07/2014","10","2014","09:14:00","09-10","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","NISS","VERSA","WHITE","HISPANIC","M"
"04/28/2015","04","2015","21:55:00","21-22","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2013","TOYOTA","CAMRY","SILVER","BLACK","M"
"09/27/2013","09","2013","01:09:00","01-02","EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH","No","No","No","No","02 - Automobile","2013","CHEVY","CRUZE","WHITE","WHITE","F"
"07/06/2013","07","2013","20:50:00","20-21","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","28 - Other","2013","GMC","YUKON","SILVER","WHITE","M"
"02/18/2014","02","2014","21:47:00","21-22","FAILURE TO STOP AT STOP SIGN","No","No","No","No","02 - Automobile","2013","TOYOTA","VENZA","SILVER","OTHER","M"
"03/14/2014","03","2014","14:37:00","14-15","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2013","HYUN","ELANTRA","SILVER","WHITE","F"
"06/12/2013","06","2013","09:06:00","09-10","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","03 - Station Wagon","2013","DODGE","JOURNEY","RED","WHITE","M"
"01/11/2015","01","2015","06:53:00","06-07","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2013","HYUNDAI","ACCENT","GRAY","BLACK","M"
"12/07/2012","12","2012","00:06:00","00-01","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH","No","No","No","No","02 - Automobile","2013","KIA","SORRENTO","BROWN","BLACK","M"
"05/08/2015","05","2015","15:36:00","15-16","DRIVING OFF ROADWAY WHILE PASSING VEHICLE","No","No","No","No","02 - Automobile","2013","PORS","GTS","GREEN, DK","WHITE","M"
"01/01/2017","01","2017","11:24:00","11-12","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH","No","No","No","No","02 - Automobile","2013","TOYOTA","TK","GOLD","WHITE","M"
"02/04/2017","02","2017","00:54:00","00-01","FAILURE TO PROPERLY PLACE REGISTRATION PLATE TO VEHICLE","No","No","No","No","02 - Automobile","2013","LEXUS","GS350","WHITE","BLACK","M"
"02/07/2017","02","2017","06:24:00","06-07","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 69 MPH IN A POSTED 60 MPH ZONE","No","No","No","No","02 - Automobile","2013","HONDA","CIVIC","WHITE","BLACK","F"
"03/30/2017","03","2017","20:53:00","20-21","FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED","No","No","No","No","02 - Automobile","2013","DODGE","CHARGER","BLUE","ASIAN","F"
"04/06/2017","04","2017","00:01:00","00-01","EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH","No","No","No","No","02 - Automobile","2013","HOND","ACCORD","GRAY","BLACK","M"
"04/13/2017","04","2017","13:59:00","13-14","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 74 MPH IN A POSTED 55 MPH ZONE","No","No","No","No","02 - Automobile","2013","CHEV","MALIBU","RED","WHITE","M"
